pl_name,pl_rade,pl_bmasse,disc_year,st_teff,pl_eqt,pl_orbsmax,pl_orbper
TOI-2145 b,12.41899699,1767.0,2023,6200.0,1363.43,0.111,10.261127
TOI-2145 b,11.98240037,1671.77742082,2023,6177.0,1484.0,0.1108,10.26075
TOI-2152 A b,14.35870428,899.45439181,2023,6630.0,1802.0,0.05064,3.3773512
TOI-2154 b,16.28664896,292.40213444,2023,6280.0,1580.0,0.0513,3.8240801
TOI-2158 b,10.76062147,260.61929374,2022,5673.0,1188.0,0.075,8.60077
TOI-216.01,11.29,200.0,2019,5026.0,497.0,0.2069,34.556
TOI-216.02,7.69,30.0,2019,5026.0,628.0,0.1293,17.089
TOI-2180 b,11.32107051,875.61726129,2022,5695.0,348.0,0.828,260.79
TOI-2193 A b,19.83989584,298.75870258,2022,5966.0,1763.0,0.03319,2.1225735
TOI-2196 b,3.51,26.0,2022,5634.0,1860.0,0.02234,1.1947268
TOI-220 b,3.03,13.8,2021,5298.0,805.0,0.08911,10.695264
TOI-2207 b,11.1529358,203.41018048,2022,6101.0,1259.0,0.0854,8.001968
TOI-2236 b,14.36991326,502.16888306,2022,6248.0,1688.0,0.05009,3.5315902
TOI-2285 b,1.74,19.5,2021,3491.0,284.0,0.1363,27.26955
TOI-2295 b,16.47720163,278.09985612,2024,5730.0,747.0,0.1992,30.033302
TOI-2328 b,9.97599282,50.85254512,2025,5525.0,842.0,0.127,17.10197
TOI-2338 b,11.2089807,1900.61387386,2023,5581.0,799.0,0.158,22.65398
TOI-2364 b,8.60849718,71.51139158,2023,5306.0,1091.0,0.04871,4.0197517
TOI-2368 b,10.83908434,206.58846455,2024,5360.0,1000.0,0.05649,5.1750073
TOI-2373 b,10.42435205,2955.8041851,2023,5651.0,860.0,0.112,13.33668
TOI-2374 b,6.81,56.64,2024,4802.0,885.0,0.0471,4.31361
TOI-2379 b,11.72459381,1830.69162432,2024,3707.0,624.0,0.05263,5.4693827
TOI-238 b,1.402,3.4,2024,5059.0,1311.0,0.02118,1.2730991
TOI-238 c,2.18,6.7,2024,5059.0,696.0,0.0749,8.465651
TOI-2384 b,11.48920522,624.85064816,2024,3943.0,889.7,0.02793,2.13570304
TOI-2406 b,2.86,15.6,2021,3100.0,449.0,0.02267,3.0766891
TOI-2416 b,9.86390302,953.485221,2023,5808.0,1080.0,0.0831,8.275479
TOI-2421 b,10.36830715,105.83685953,2022,5607.0,1534.0,0.0543,4.3474032
TOI-244 b,1.52,2.68,2023,3433.0,458.0,0.0559,7.397225
TOI-2443 b,2.363,4.8,2023,4375.0,519.0,0.105,15.66858
TOI-2447 b,9.60609646,124.90656395,2024,5730.0,414.0,0.347,69.33684
TOI-2458 b,2.83,13.31,2024,6005.0,1509.4,0.0482,3.73659
TOI-2497 b,11.14172682,1531.93292174,2023,7360.0,1595.0,0.1166,10.655669
TOI-2498 b,6.06,34.62,2023,5905.0,1443.0,0.0491,3.738252
TOI-2524 b,11.2089807,203.41018048,2023,5831.0,1100.0,0.073,7.18585
TOI-2529 b,11.54525012,743.71847238,2024,5802.0,636.0,0.327,64.5949
TOI-2537 b,11.25381662,415.40172795,2024,4870.0,338.0,0.3715,94.1022
TOI-2567 b,10.92875618,63.88350981,2022,5611.0,1352.0,0.0672,5.983944
TOI-257 b,7.16253867,43.86032017,2021,6095.0,1027.0,0.1528,18.38818
TOI-2570 b,13.64132951,260.61929374,2022,5771.0,1431.0,0.04145,2.9887615
TOI-2580 b,17.37392009,200.23189641,2024,6120.0,2410.0,0.048,3.39775
TOI-2583 A b,14.4595851,79.45710175,2023,5936.0,1456.0,0.0571,4.5207265
TOI-2587 A b,12.07207221,69.28659273,2023,5760.0,1445.0,0.0635,5.45664
TOI-2589 b,12.10569916,1112.3994245,2023,5579.0,592.0,0.3,61.6277
TOI-260 b,1.71,4.23,2024,4026.0,493.0,0.0943,13.475853
TOI-260 b,1.47291596,3.3,2024,4050.0,438.59,0.091,13.475815
TOI-2641 b,18.10250383,122.6817651,2023,6100.0,1387.0,0.0607,4.880974
TOI-269 b,2.77,8.8,2021,3514.0,531.0,0.0345,3.6977104
TOI-270 b,1.206,1.58,2019,3506.0,581.0,0.03197,3.3601538
TOI-270 c,2.355,6.15,2019,3506.0,488.0,0.04526,5.6605731
TOI-270 d,2.133,4.78,2019,3506.0,387.0,0.0721,11.379573
TOI-2714 b,13.72,228.0,2024,5665.0,1603.0,0.036,2.499387
TOI-2796 b,17.26183028,139.84449908,2023,5764.0,1205.0,0.0569,4.8084983
TOI-2803 A b,18.11371281,309.88269682,2023,6280.0,1893.0,0.03185,1.96229325
TOI-2818 b,15.27784069,225.65816897,2023,5721.0,1376.0,0.0493,4.039709
TOI-2842 b,12.84549188,117.59651059,2023,5910.0,1471.0,0.0475,3.5514058
TOI-286 b,1.42,4.53,2024,5152.0,979.0,0.0503,4.5117244
TOI-286 c,1.88,3.72,2024,5152.0,475.0,0.213,39.361826
TOI-2969 b,12.32987877,368.68095212,2025,4738.0,1186.0,0.0261,1.8237146
TOI-2977 b,13.15934334,533.95172376,2023,5691.0,1544.0,0.03386,2.3505614
TOI-2981 b,13.4,638.0,2024,5940.0,1358.0,0.048,3.601501
TOI-2989 b,12.55405838,953.485221,2025,4672.0,1001.0,0.0384,3.122832
TOI-3023 b,16.43236571,197.05361234,2023,5760.0,1596.0,0.0505,3.9014971
TOI-3071 b,7.16,68.2,2024,6177.0,2155.0,0.0249,1.266938
TOI-3235 b,11.39953337,211.35589065,2023,3388.8,604.0,0.02709,2.59261842
TOI-3261 b,3.82,30.3,2024,5068.0,1722.0,0.01714,0.8831331
TOI-329 b,4.94057819,40.4,2024,5614.0,1213.02,0.0638,5.70439
TOI-332 b,3.2,57.2,2023,5251.0,1871.0,0.0159,0.777038
TOI-3321 b,15.55806521,176.07693748,2024,5850.0,1616.0,0.047,3.6525145
TOI-3331 A b,12.97999965,721.47048389,2022,5609.0,1488.0,0.03144,2.0180231
TOI-3364 b,12.22899794,530.77343969,2023,5706.0,1264.0,0.0675,5.8768918
TOI-3540 A b,23.53885947,375.03752026,2022,5810.0,1498.0,0.04289,3.119999
TOI-3568 b,5.3,26.4,2024,4969.0,899.0,0.0485,4.417965
TOI-3629 b,8.29464572,82.63538582,2022,3870.0,690.0,0.043,3.936551
TOI-3629 b,8.29464572,77.2323029,2022,3865.0,711.0,0.04194,3.9365578
TOI-3688 A b,13.08088048,311.47183886,2023,5950.0,1534.0,0.0456,3.246075
TOI-3693 b,12.59889431,324.18497514,2022,5321.0,801.0,0.0813,9.088516
TOI-3714 b,11.32107051,222.4798849,2022,3660.0,750.0,0.027,2.154849
TOI-3714 b,11.14172682,218.98377242,2022,3652.0,764.0,0.0263,2.15484802
TOI-3757 b,12.0,85.3,2022,3913.0,759.0,0.03845,3.438753
TOI-3785 b,5.14,14.95,2023,3576.0,582.0,0.043,4.6747373
TOI-3807 b,18.49481816,330.54154328,2023,5772.0,1646.0,0.0421,2.8989727
TOI-3819 b,13.13692538,352.78953177,2023,5859.0,1633.0,0.04611,3.2443141
TOI-3837 b,10.87271128,187.51876013,2025,5905.0,1178.0,0.099,11.88865
TOI-3884 b,6.43,32.59,2022,3180.0,441.0,0.0361,4.5445828
TOI-3884 b,6.0,16.5,2022,3269.0,463.0,0.0354,4.5445697
TOI-3894 b,15.15454191,279.68899816,2024,6000.0,1504.0,0.05539,4.3345401
TOI-3894 b,15.22179579,270.15414595,2024,6000.0,1519.0,0.0543,4.3345401
TOI-3894 b,15.27784069,260.61929374,2024,6000.0,1531.0,0.05354,4.33454
TOI-3912 b,14.28024141,129.03833324,2023,5725.0,1512.0,0.0463,3.4936264
TOI-3919 b,12.31866979,1233.17421916,2024,6100.0,1198.0,0.0795,7.433234
TOI-3976 A b,12.27383387,55.61997123,2023,5975.0,1295.0,0.0743,6.607662
TOI-3984 A b,7.9,44.0,2023,3476.0,563.0,0.041,4.353326
TOI-4010 b,3.02,11.0,2023,4960.0,1441.0,0.0229,1.348335
TOI-4010 c,5.93,20.31,2023,4960.0,907.0,0.058,5.414654
TOI-4010 d,6.18,38.15,2023,4960.0,650.0,0.113,14.70886
TOI-406 c,1.32,2.08,2024,3392.0,584.0,0.0322,3.307441
TOI-406.01,2.08,6.57,2024,3392.0,368.0,0.0809,13.175682
TOI-4087 b,13.04725353,232.01473711,2023,6060.0,1458.0,0.04469,3.1774835
TOI-411 b,1.362,13.71,2022,6169.0,1241.0,0.05727,4.040295
TOI-411 c,2.328,9.72,2022,6169.0,931.0,0.1017,9.573083
TOI-4127 b,12.28504285,731.0053361,2023,6096.0,605.1,0.3081,56.39879
TOI-4137 b,13.57407563,457.67290608,2022,6202.0,1570.0,0.05222,3.8016122
TOI-4145 A b,13.30506009,136.66621501,2023,5281.0,1074.0,0.04823,4.0664428
TOI-4153 b,16.11851425,365.50266805,2024,6860.0,1669.0,0.06311,4.6174141
TOI-4201 b,13.67495645,788.21444936,2023,3794.0,725.0,0.04,3.5819194
TOI-4201 b,12.69,825.0,2023,3920.0,739.0,0.03944,3.5819232
TOI-4201 b,12.66614819,816.81900599,2023,3926.0,750.0,0.03924,3.5819134
TOI-421 b,2.64,6.7,2020,5291.0,922.0,0.0554,5.197576
TOI-421 b,2.68,7.17,2020,5325.0,981.4,0.056,5.19672
TOI-421 c,5.09,14.1,2020,5291.0,635.0,0.117,16.067541
TOI-421 c,5.09,16.42,2020,5325.0,673.6,0.1189,16.06819
TOI-431 b,1.28,3.07,2021,4850.0,1862.0,0.0113,0.490047
TOI-431 d,3.29,9.9,2021,4850.0,633.0,0.098,12.46103
TOI-4406 b,11.2089807,95.3485221,2023,6219.0,904.0,0.201,30.08364
TOI-4438 b,2.52,5.4,2024,3422.0,435.0,0.0534,7.44628
TOI-4463 A b,13.26022417,252.35575516,2023,5640.0,1395.0,0.04036,2.8807198
TOI-4515 b,12.17,637.0,2024,5433.0,705.0,0.118,15.266446
TOI-4562 b,12.53,732.0,2023,6096.0,318.0,0.768,225.11781
TOI-4600 b,6.8,959.84178914,2023,5170.0,347.0,0.349,82.6869
TOI-4600 c,9.42,2946.26933289,2023,5170.0,191.0,1.152,482.8191
TOI-4603 b,11.67975789,4096.80816623,2023,6264.0,1677.0,0.0888,7.24599
TOI-4791 b,12.44196858,734.18362017,2023,6058.0,1472.0,0.0555,4.28088
TOI-480 b,2.85372018,20.8,2024,6174.0,1198.94,0.077,6.866196
TOI-481 b,11.09691,486.2799,2020,5735.0,1370.0,0.097,10.33111
TOI-4860 b,8.47398941,212.94503269,2023,3390.0,624.0,0.01845,1.52275959
TOI-4860 b,8.7,86.7,2023,3260.0,694.0,0.01808,1.5227591
TOI-4914 b,12.87,227.0,2024,5805.0,894.0,0.098,10.60057
TOI-4994 b,8.54124329,88.99195396,2024,5640.0,717.6,0.1515,21.491984
TOI-500 b,1.166,1.42,2022,4440.0,1617.0,0.01189,0.548177
TOI-5005 b,6.25,32.7,2024,5749.0,1040.0,0.06614,6.3085044
TOI-5027 b,10.76062147,642.01338214,2025,5909.0,1056.0,0.093,10.24368
TOI-5076 b,3.48935569,16.14568308,2024,4780.0,550.0,0.1481,23.443162
TOI-5108 b,6.6,32.0,2025,5808.0,1180.0,0.073,6.753581
TOI-5110 b,11.98240037,921.7023803,2024,6160.0,976.0,0.2157,30.158577
TOI-5153 b,11.88151954,1036.12060682,2022,6300.0,906.0,0.158,20.33003
TOI-519 b,11.99363,4449.62,2021,3350.0,760.0,0.012,1.2652328
TOI-519 b,11.54525012,147.15455244,2021,3322.0,687.0,0.0159,1.2652328
TOI-519 b,11.87031056,166.85991368,2021,3354.0,754.0,0.01648,1.26523248
TOI-5205 b,11.6,343.0,2023,3430.0,737.0,0.0199,1.630757
TOI-5218 b,9.86,657.0,2024,4230.0,783.0,0.0469,4.291452
TOI-5232 b,12.778238,743.71847238,2024,6500.0,1772.0,0.05593,4.0966692
TOI-5293 A b,11.9,170.4,2023,3586.0,675.0,0.034,2.930289
TOI-530 b,9.30345398,127.1313628,2021,3659.0,565.0,0.052,6.387597
TOI-5300 b,9.86390302,190.6970442,2025,4610.0,1043.0,0.0295,2.262196
TOI-5301 b,13.09208946,1182.32167404,2024,6240.0,1648.0,0.073,5.858858
TOI-5301 b,13.19297028,1160.07368555,2024,6240.0,1655.0,0.0726,5.858858
TOI-5301 b,13.5292397,1080.6165838,2024,6240.0,1682.0,0.06975,5.858857
TOI-532 b,5.82,61.5,2021,3927.0,867.0,0.0296,2.3266508
TOI-5344 b,10.60369574,130.94530368,2023,3747.0,689.0,0.04041,3.792622
TOI-5344 b,9.7,135.0,2023,3770.0,679.0,0.04,3.792622
TOI-5398 b,10.3,58.7,2022,6000.0,947.0,0.098,10.590547
TOI-5398 c,3.52,11.8,2023,6000.0,1242.0,0.057,4.77271
TOI-544 b,2.018,2.89,2022,4169.0,999.0,0.0225,1.548352
TOI-5542 b,11.30986153,419.53349724,2022,5700.0,441.0,0.332,75.12375
TOI-5573 b,9.75,112.0,2025,3790.0,528.0,0.0712,8.79758977
TOI-558 b,12.17295304,1147.36054927,2021,6466.0,1061.0,0.1291,14.574071
TOI-559 b,12.22899794,1910.14872607,2021,5925.0,1180.0,0.0723,6.9839095
TOI-561 b,1.45,3.2,2020,5326.0,2480.0,0.01064,0.446573
TOI-561 b,1.45661206,3.0,2020,5342.0,2134.77,0.0104,0.44656895
TOI-561 b,1.425,2.0,2020,5372.0,2310.0,0.0106,0.4465688
TOI-561 c,2.91,5.39,2020,5372.0,800.0,0.0884,10.778831
TOI-561 c,2.92706747,6.9,2020,5342.0,738.68,0.087,10.778849
TOI-561 c,2.9,7.0,2020,5326.0,860.0,0.0888,10.77892
TOI-561 d,2.72148317,11.0,2020,5342.0,552.84,0.156,25.71255
TOI-561 d,2.82,13.2,2020,5372.0,598.0,0.158,25.7124
TOI-561 e,2.55,12.6,2020,5372.0,415.0,0.328,77.03
TOI-5616 b,10.78,624.0,2024,3996.0,939.0,0.0272,2.002849
TOI-5634 A b,10.42,588.0,2024,3896.0,837.0,0.0272,2.2035373
TOI-564 b,11.43318,464.98529,2020,5640.0,1714.0,0.02734,1.651144
TOI-5678 b,4.91,20.0,2023,5485.0,513.0,0.249,47.73022
TOI-5688 A b,10.3,124.0,2024,3713.0,742.0,0.03379,2.94815527
TOI-5720 b,1.09,4.3,2024,3325.0,708.0,0.018288,1.4344555
TOI-5786 b,8.54,73.0,2025,6235.0,1040.0,0.114,12.779107
TOI-6008 b,1.03,4.0,2024,3075.0,707.0,0.010777,0.8574347
TOI-6016 b,13.67495645,371.85923619,2024,6110.0,1890.0,0.055,4.023687
TOI-6034 b,11.92,254.0,2024,3635.0,714.0,0.02949,2.576184
TOI-6038 A b,6.41,78.5,2025,6110.0,1439.0,0.069,5.8267311
TOI-6130 b,14.3474953,333.71982735,2024,6110.0,1750.0,0.036,2.392679
TOI-615 b,18.97680433,138.25535705,2023,6850.0,1666.0,0.0678,4.6615983
TOI-622 b,9.2362001,96.30200732,2023,6400.0,1388.0,0.0708,6.402513
TOI-628 b,11.88154,2011.8639,2021,6250.0,1586.0,0.0486,3.4095675
TOI-6383 A b,11.29,331.0,2024,3444.0,745.0,0.02292,1.79058695
TOI-640 b,19.851139,279.6904,2021,6460.0,1749.0,0.06608,5.0037775
TOI-6628 b,10.98480109,235.19302118,2025,5463.0,833.0,0.134,18.18424
TOI-663 b,2.27,4.45,2024,3681.0,674.0,0.0295,2.598902
TOI-663 c,2.26,3.65,2024,3681.0,553.0,0.0437,4.6955507
TOI-663 d,1.92,5.2,2024,3681.0,482.0,0.0576,7.1027268
TOI-6651 b,5.09,61.0,2024,5940.0,1493.0,0.0633,5.056973
TOI-669 b,2.58606487,10.0,2023,5597.0,1124.85,0.048,3.945152
TOI-669 b,2.6,9.8,2023,5600.0,1235.0,0.047,3.94515
TOI-6695 b,9.52763359,66.74396547,2025,6400.0,599.0,0.402,80.389
TOI-674 b,5.25,23.6,2021,3514.0,635.0,0.025,1.977143
TOI-677 b,13.11453,392.83788,2020,6295.0,1252.0,0.1038,11.2366
TOI-6894 b,9.5836785,53.39517238,2025,3007.0,417.9,0.02604,3.37077196
TOI-733 b,1.992,5.72,2023,5585.0,1055.8,0.0618,4.884765
TOI-757 b,2.5,10.5,2024,5278.0,641.0,0.122,17.46819
TOI-762 A b,8.33948164,79.77493016,2024,3266.0,555.4,0.03418,3.4716826
TOI-763 b,2.28,9.79,2020,5450.0,1038.0,0.06,5.6057
TOI-763 c,2.63,9.32,2020,5450.0,800.0,0.1011,12.2737
TOI-771 b,1.36,2.47,2024,3370.0,543.0,0.0208,2.3260155
TOI-776 b,1.798,5.0,2020,3725.0,520.0,0.0653,8.24662
TOI-776 b,1.85,4.0,2020,3709.0,514.0,0.0652,8.24661
TOI-776 c,2.02,5.3,2020,3709.0,415.0,0.1,15.6653
TOI-776 c,2.047,6.9,2020,3725.0,420.0,0.1001,15.665323
TOI-778 b,15.4,878.0,2023,6643.0,1561.0,0.06,4.633611
TOI-782 b,2.734,19.1,2024,3370.0,435.0,0.0578,8.0240015
TOI-815 b,2.94,7.6,2024,4869.0,686.0,0.0903,11.197259
TOI-815 c,2.62,23.5,2024,4869.0,469.0,0.193,34.976145
TOI-824 b,2.926,18.467,2020,4600.0,1253.0,0.02177,1.392978
TOI-836 b,1.704,4.53,2023,4552.0,871.0,0.0422,3.81673
TOI-836 c,2.587,9.6,2023,4552.0,665.0,0.075,8.59545
TOI-837 b,9.16894621,120.45696625,2020,5995.0,995.3,0.0888,8.3249113
TOI-837 b,9.71,116.0,2020,6000.0,1022.0,0.083,8.3249102
TOI-858 B b,14.06727078,349.6112477,2023,5842.0,1529.0,0.04435,3.2797178
TOI-892 b,11.99363,301.9385,2020,6261.0,1397.0,0.092,10.62656
TOI-905 b,13.125739,211.99261,2020,5570.0,1192.0,0.04666,3.739494
TOI-908 b,3.186,16.137,2023,5626.0,1317.0,0.041657,3.183792
TOI-954 b,9.550068,55.30242,2020,5710.0,1526.0,0.04963,3.6849729
TOI-969 b,2.765,9.1,2022,4435.0,941.0,0.02636,1.8237305
TRAPPIST-1 b,1.086,0.85,2016,2559.0,400.1,0.01111,1.51087081
TRAPPIST-1 c,1.056,1.38,2016,2559.0,341.9,0.01521,2.4218233
TRAPPIST-1 d,0.772,0.41,2016,2559.0,288.0,0.02144,4.04961
TRAPPIST-1 e,0.918,0.62,2017,2559.0,251.3,0.02817,6.099615
TRAPPIST-1 f,1.045,0.68,2017,2559.0,219.0,0.0371,9.20669
TRAPPIST-1 g,1.127,1.34,2017,2559.0,198.6,0.0451,12.35294
TrES-1 b,12.318691,241.86863,2004,5226.0,1147.0,0.03946,3.0300728
TrES-1 b,11.96,238.998,2004,5230.0,1140.0,0.03925,3.030065
TrES-2 b,13.955205,457.6752,2006,5850.0,1472.0,0.0367,2.4706132
TrES-2 b,13.977623,380.44251,2006,5850.0,1470.0,0.0367,2.47061317
TrES-2 b,13.372337,383.30298,2006,5850.0,1466.0,0.03567,2.47061323
TrES-2 b,14.134549,398.24099,2006,5795.0,1467.0,0.03635,2.4706101
TrES-2 b,13.719816,381.396,2006,5850.0,1498.0,0.03558,2.47063
TrES-3 b,14.627745,607.0553,2007,5650.0,1630.0,0.02283,1.3061864
TrES-3 b,14.68379,603.55917,2007,5650.0,1638.0,0.02276,1.306187
TrES-3 b,14.706208,615.95454,2007,5650.0,1623.0,0.02272,1.30619
TrES-4 b,19.447615,285.09351,2007,6200.0,1805.0,0.0502,3.5539268
TrES-4 b,19.626959,292.4036,2007,6200.0,1785.0,0.05092,3.553945
TrES-4 b,20.28829,278.73691,2007,6200.0,1861.0,0.04965,3.553945
TrES-4 b,20.602142,157.00802,2007,6295.0,1795.0,0.0516,3.55392771
TrES-4 b,19.122554,291.45011,2007,6200.0,1778.0,0.05084,3.5539246
TrES-5 b,13.383546,568.9157,2011,5171.0,1480.0,0.02459,1.48224686
WASP-1 b,16.241841,268.88418,2007,6110.0,1812.0,0.03889,2.51994529
WASP-1 b,16.735037,311.4734,2007,6213.0,1830.0,0.0392,2.5199464
WASP-1 b,16.634156,273.3338,2007,6110.0,1800.0,0.03898,2.519961
WASP-10 b,11.960003,1004.3428,2008,4675.0,972.0,0.0378,3.0927616
WASP-10 b,12.3,1017.0,2008,4700.0,950.0,0.038,3.1
WASP-10 b,12.106,1001.12,2008,4675.0,1370.0,0.03781,3.0927616
WASP-100 b,18.94,645.17,2014,6900.0,2190.0,0.0457,2.849375
WASP-101 b,15.8,158.91,2014,6400.0,1560.0,0.0506,3.585722
WASP-102 b,14.90794433,197.68926915,2025,5990.0,1671.0,0.041,2.709813
WASP-103 b,17.127,473.547,2014,6110.0,2508.0,0.01985,0.925542
WASP-104 b,12.745,404.263,2014,5475.0,1516.0,0.02918,1.7554137
WASP-105 b,10.76064,572.094,2017,5070.0,900.0,0.075,7.87288
WASP-106 b,12.162,611.797,2014,6055.0,1140.0,0.0917,9.289715
WASP-107 b,10.53646,38.1396,2017,4430.0,770.0,0.055,5.72149
WASP-11 b,10.20019,168.4499,2008,4800.0,960.0,0.043,3.722465
WASP-11 b,11.09691,156.37236,2008,4900.0,992.0,0.04375,3.72247967
WASP-113 b,15.793481,150.96925,2016,5890.0,1496.0,0.05885,4.54216874538
WASP-114 b,15.008851,562.24127,2016,5940.0,2043.0,0.02851,1.5487743
WASP-116 b,13.67495645,203.41018048,2025,6250.0,1414.0,0.065,6.6132
WASP-117 b,11.444,87.5585,2014,6038.0,1001.0,0.09459,10.02165
WASP-118 b,16.14096,163.36462,2016,6410.0,1729.0,0.05453,4.0460435
WASP-119 b,15.6926,390.9309,2016,5650.0,1600.0,0.0363,2.49979
WASP-12 b,21.711833,465.62095,2008,6360.0,2592.6,0.0232,1.09142
WASP-12 b,21.2971,467.2101,2008,6360.0,2580.0,0.0234,1.0914203
WASP-12 b,20.456425,454.4969,2008,6250.0,2523.0,0.02309,1.0914222
WASP-12 b,20.84874,638.8383,2008,6300.0,2483.0,0.0235,1.09142119
WASP-120 b,16.510857,1541.4755,2016,6450.0,1880.0,0.0514,3.6112706
WASP-121 b,20.904785,375.99289,2016,6459.0,2358.0,0.02544,1.2749255
WASP-123 b,14.773462,285.72917,2016,5740.0,1520.0,0.04263,2.9776412
WASP-124 b,13.89916,190.698,2016,6050.0,1400.0,0.0449,3.37265
WASP-126 b,10.76064,88.9924,2016,5800.0,1480.0,0.0449,3.2888
WASP-127 b,15.35633,57.2094,2016,5620.0,1400.0,0.052,4.178062
WASP-129 b,10.42437,317.83,2016,5900.0,1100.0,0.0628,5.748145
WASP-13 b,17.127352,162.72896,2009,5826.0,1531.0,0.0557,4.353011
WASP-130 b,9.97601,390.9309,2016,5625.0,833.0,0.1012,11.55098
WASP-131 b,13.67498,85.8141,2016,6030.0,1460.0,0.0607,5.322023
WASP-132 b,10.09929161,136.0305582,2016,4686.0,682.0,0.0674,7.1335164
WASP-132 b,9.75183,130.3103,2016,4775.0,763.0,0.067,7.133521
WASP-132 c,1.841,6.26,2022,4686.0,1329.0,0.01833,1.01153624
WASP-133 b,13.56289,368.6828,2016,5700.0,1790.0,0.0345,2.176423
WASP-136 b,15.46842,479.9233,2016,6260.0,1742.0,0.0661,5.215357
WASP-138 b,12.21781,387.7526,2016,6272.0,1590.0,0.0494,3.634433
WASP-139 b,8.9672,37.18611,2016,5310.0,910.0,0.062,5.924262
WASP-14 b,13.89916,2412.3297,2008,6475.0,1872.0,0.037,2.2437655
WASP-14 b,18.304297,2510.857,2008,6475.0,2090.0,0.0372,2.2437661
WASP-140 b,16.14096,775.5052,2016,5260.0,1320.0,0.0323,2.2359835
WASP-141 b,13.56289,854.9627,2016,5900.0,1540.0,0.0469,3.310651
WASP-142 b,17.14977,266.9772,2016,6010.0,2000.0,0.0347,2.052868
WASP-144 b,9.52765,139.8452,2018,5200.0,1260.0,0.0316,2.2783152
WASP-145 A b,10.0881,282.8687,2018,4900.0,1200.0,0.0261,1.7690381
WASP-147 b,12.498035,87.40325,2018,5702.0,1404.0,0.0549,4.60273
WASP-148 b,8.092898,92.48853,2020,5460.0,940.0,0.0845,8.80381
WASP-149 b,15.24421375,314.96795134,2025,5750.0,1855.0,0.024,1.332813
WASP-15 b,15.782272,188.15536,2009,6405.0,1676.0,0.05165,3.75209748
WASP-150 b,11.99363,2688.8418,2020,6218.0,1460.0,0.0694,5.644207
WASP-151 b,12.66617,98.5273,2017,5871.0,1290.0,0.055,4.533471
WASP-153 b,17.37395,123.9537,2017,5914.0,1700.0,0.048,3.332609
WASP-154 b,10.76062147,198.96058278,2025,4774.0,994.0,0.044,3.811678
WASP-155 b,13.45077684,276.8285425,2025,5660.0,1468.0,0.043,3.110413
WASP-156 b,5.71659,40.68224,2017,4910.0,970.0,0.0453,3.836169
WASP-156 b,6.02802815,41.8,2017,4987.0,934.5,0.0458,3.8361623
WASP-158 b,11.99363,886.7457,2018,6350.0,1590.0,0.0517,3.656333
WASP-159 b,15.46842,174.8065,2018,6120.0,1850.0,0.0538,3.840401
WASP-16 b,13.652562,264.43456,2009,5630.0,1389.0,0.0415,3.1186068
WASP-160 B b,12.21781,88.35674,2018,5298.0,1119.0,0.0452,3.7684952
WASP-161 b,12.811887,791.3967,2018,6400.0,1557.0,0.0673,5.4060425
WASP-162 b,11.209,1652.716,2018,5300.0,910.0,0.0871,9.62468
WASP-163 b,13.473218,594.3421,2018,5500.0,1638.0,0.0266,1.6096884
WASP-164 b,12.643752,676.9779,2018,5806.0,1610.0,0.02818,1.7771255
WASP-165 b,14.12334,209.13214,2018,5599.0,1624.0,0.04823,3.465509
WASP-166 b,7.06167,32.10083,2019,6050.0,1270.0,0.0641,5.44354
WASP-167 b,17.71022,2542.64,2017,7000.0,2329.0,0.0365,2.0219596
WASP-168 b,16.8135,133.4886,2018,6000.0,1340.0,0.0519,4.153658
WASP-169 b,14.616536,178.30263,2019,6110.0,1604.0,0.0681,5.6114118
WASP-17 b,22.317119,154.46538,2009,6650.0,1771.0,0.0515,3.735438
WASP-170 b,12.285064,508.528,2018,5600.0,1422.0,0.0337,2.34478022
WASP-171 b,10.98482,344.52772,2019,5965.0,1642.0,0.0504,3.8186244
WASP-172 b,17.59813,149.3801,2018,6900.0,1740.0,0.0694,5.477433
WASP-173 A b,14.403565,1102.8701,2018,5767.0,1842.0,0.02508,1.3866529
WASP-173 A b,13.4508,1172.7927,2018,5800.0,1880.0,0.0248,1.38665318
WASP-174 b,14.5717,413.179,2018,6400.0,1490.0,0.0559,4.2337
WASP-174 b,16.10730527,104.88337431,2018,6399.0,1528.0,0.05503,4.2337005
WASP-175 b,13.540472,314.6517,2019,6229.0,1571.0,0.04403,3.0652907
WASP-176 b,16.869545,271.74465,2020,5941.0,1721.0,0.0535,3.899052
WASP-177 b,17.71022,161.45764,2019,5017.0,1142.0,0.03957,3.071722
WASP-178 b,21.74546,448.1403,2019,8640.0,2402.0,0.0545,3.3448412
WASP-178 b,20.28829,527.5978,2019,9360.0,2470.0,0.0558,3.3448285
WASP-18 b,12.980022,3270.4707,2009,6400.0,2392.0,0.02034,0.94145181
WASP-18 b,13.89913607,3241.8497514,2009,6432.0,2429.0,0.02024,0.94145223
WASP-18 b,13.036067,3299.0754,2009,6455.0,2413.0,0.02043,0.94145181
WASP-18 b,14.6,3241.7,2009,6400.0,2400.0,0.02,0.9
WASP-180 A b,13.89916,286.047,2019,6600.0,1540.0,0.048,3.409264
WASP-181 b,13.271456,95.03117,2019,5839.0,1186.0,0.05427,4.5195064
WASP-182 b,9.52765,47.03884,2019,5638.0,1479.0,0.0451,3.3769848
WASP-183 b,16.47723,159.55066,2019,5313.0,1111.0,0.04632,4.1117771
WASP-184 b,14.90797,181.1631,2019,6000.0,1480.0,0.0627,5.1817
