st_teff,pl_eqt,pl_rade,pl_orbsmax
5984.0,1926.0,15.737436,0.03443
6100.0,1710.0,14.235,0.0375
6250.0,2160.0,20.51247,0.033
6329.0,2228.0,20.78145022,0.033
6366.0,2231.0,20.68056939,0.03304
5617.0,1715.0,13.78704626,0.02335
5500.0,1650.0,13.5,0.024
5500.0,1674.0,13.56289,0.02396
6100.0,2350.0,19.055,0.0362
6100.0,2469.7,23.09054,0.0367
6600.0,1716.2,17.14977,0.0519
6600.0,1900.0,23.43,0.0535
6600.0,1716.2,17.14974047,0.0519
5600.0,950.0,11.2,0.08
4143.0,825.0,11.197791,0.0344
4150.0,800.0,10.65,0.034
5870.0,1623.0,16.017661,0.03908
6490.0,2190.0,18.71903,0.0447
6480.0,2200.0,19.17,0.0448
5510.0,1120.0,11.65736,0.059
5280.0,833.0,10.939984,0.0775
5314.0,797.0,10.559,0.0771
6431.0,1772.0,19.055,0.06431
5130.0,1120.0,11.65736,0.0427
6430.0,1840.0,18.27067,0.0562
4920.0,1160.0,11.54527,0.037
6280.0,1871.0,16.376349,0.0348
6700.0,1942.0,17.900773,0.04211
6153.0,1604.0,19.28,0.055
5630.0,1570.0,13.56,0.03416
5540.0,1285.0,13.45,0.0453
5640.0,1555.0,12.67,0.03303
5525.0,1180.0,12.33,0.036
5473.0,1171.0,12.823096,0.03762
6180.0,1480.0,12.33,0.0717
4710.0,163.0,10.4,0.0204
575.0,450.0,10.468,8.0
6250.0,1500.0,16.7,0.047
5000.0,2000.0,15.277867,0.01855
4251.0,2198.0,11.5609626,0.0282
4591.0,2470.0,12.9934728,0.0234
3542.0,996.0,1.24,0.01
4716.0,790.0,2.043,0.05706
4716.0,789.0,2.043,0.05712
5750.0,1210.0,13.518054,0.04944
5340.0,1319.0,11.018447,0.03684
5340.0,1328.0,11.029656,0.03616
5340.0,1328.0,11.119328,0.03647
6429.0,1729.0,13.988832,0.04529
6397.0,1630.0,14.425983,0.05474
6397.0,1630.0,14.45961,0.05475
5510.0,1244.0,12.89035,0.0508
5430.0,1230.0,12.78,0.0515
5370.0,1203.0,12.206601,0.0494
6720.0,1577.0,23.20263,0.0815
6250.0,1743.0,15.389957,0.04421
8038.68,1650.0,16.8,8.9
5870.0,1147.0,2.06,0.06702
6037.0,1169.8,2.042,0.06839
